module_id,work_id,title,source_name,first_author,matched_queries,metadata_status,relevance_review,source_review,author_position_review,work_type_review,reviewer_1,reviewer_2,adjudicator,reviewed_at,notes
D2,10.1016/j.geoderma.2015.01.009,Does water repellency of pyrochars and hydrochars counter their positive effects on soil hydraulic properties?,Geoderma,Nina Eibisch,soil water retention hydraulic conductivity aggregation porosity bulk density infiltration compaction erosion,metadata_screened,pending,pending,pending,pending,,,,,
D2,10.1016/j.agwat.2020.106427,"Effects of water deficit combined with soil texture, soil bulk density and tomato variety on tomato fruit quality: A meta-analysis",Agricultural Water Management,Jia Lu,soil water retention hydraulic conductivity aggregation porosity bulk density infiltration compaction erosion,metadata_screened,pending,pending,pending,pending,,,,,
D2,10.1016/j.agwat.2008.06.002,Dynamics and modeling of soil water under subsurface drip irrigated onion,Agricultural Water Management,Neelam Patel,soil water retention hydraulic conductivity aggregation porosity bulk density infiltration compaction erosion,metadata_screened,pending,pending,pending,pending,,,,,
D2,10.1016/j.geoderma.2016.10.016,Soil water infiltration affected by topsoil thickness in row crop and switchgrass production systems,Geoderma,Syaharudin Zaibon,soil water retention hydraulic conductivity aggregation porosity bulk density infiltration compaction erosion,metadata_screened,pending,pending,pending,pending,,,,,
D2,10.1016/s0167-1987(02)00117-4,Impaired internal drainage and Aphanomyces euteiches root rot of pea caused by soil compaction in a fine-textured soil,Soil and Tillage Research,R Allmaras,soil water retention hydraulic conductivity aggregation porosity bulk density infiltration compaction erosion,metadata_screened,pending,pending,pending,pending,,,,,
D2,10.1016/j.still.2013.01.003,Soil bulk density evaluated by gamma-ray attenuation: Analysis of system geometry,Soil and Tillage Research,J.C. Costa,soil water retention hydraulic conductivity aggregation porosity bulk density infiltration compaction erosion,metadata_screened,pending,pending,pending,pending,,,,,
D2,10.1016/j.geoderma.2021.114949,Linking rocky desertification to soil erosion by investigating changes in soil magnetic susceptibility profiles on karst slopes,Geoderma,Zihao Cao,soil water retention hydraulic conductivity aggregation porosity bulk density infiltration compaction erosion,metadata_screened,pending,pending,pending,pending,,,,,
D2,10.1016/j.still.2022.105544,Water retention characteristics and vegetation growth of biopolymer-treated silt soils,Soil and Tillage Research,Siwei Wang,soil water retention hydraulic conductivity aggregation porosity bulk density infiltration compaction erosion,metadata_screened,pending,pending,pending,pending,,,,,
D2,10.1016/j.agwat.2012.07.001,Using soil surface temperature to assess soil evaporation in a drip irrigated vineyard,Agricultural Water Management,B.L. Kerridge,soil water retention hydraulic conductivity aggregation porosity bulk density infiltration compaction erosion,metadata_screened,pending,pending,pending,pending,,,,,
D2,10.1016/j.geoderma.2020.114206,Scale and REV analyses for porosity and pore connectivity measures in undisturbed soil,Geoderma,J. Koestel,soil water retention hydraulic conductivity aggregation porosity bulk density infiltration compaction erosion,metadata_screened,pending,pending,pending,pending,,,,,
D2,10.1016/j.still.2017.08.016,Soil compaction-induced changes of physicochemical properties of cereal roots,Soil and Tillage Research,Alicja Szatanik-Kloc,soil water retention hydraulic conductivity aggregation porosity bulk density infiltration compaction erosion,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2011.0097,Iron(III) Coordination and Phosphate Sorption in Peat Reacted with Ferric or Ferrous Iron,Soil Science Society of America Journal,Amanda J. Morris,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.70051,Evaluation of the Effect of Aeration Tubes and Holes on Soil Gas Exchange Using a Simulation Model,European Journal of Soil Science,Katharina Weltecke,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1002/saj2.20181,A new model for soil water vapor sorption isotherms considering adsorption and condensation,Soil Science Society of America Journal,Chong Chen,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.apgeochem.2015.05.008,Action of a clay suspension on an Fe(0) surface under anoxic conditions: Characterization of neoformed minerals at the Fe(0)/solution and Fe(0)/atmosphere interfaces,Applied Geochemistry,Pierre Le Pape,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2002.1813,Continuous Multiple Measurement of Soil Redox Potential Using Platinum Microelectrodes,Soil Science Society of America Journal,Eric van Bochove,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.13492,Paddy management controls potassium release from minerals in purple soils after 40 years of cultivation,European Journal of Soil Science,G. Z. Han,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.13287,Insight into Hofmeister effects on aggregation of 2:1 and 1:1 type clay minerals,European Journal of Soil Science,Yekun Zhang,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2011.0049,"Effects of Salt Mineralogy on Dust Emissions, Salton Sea, California",Soil Science Society of America Journal,Brenda J. Buck,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2006.0186,A Review of the Use of the Basic Cation Saturation Ratio and the “Ideal” Soil,Soil Science Society of America Journal,Peter M. Kopittke,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.apgeochem.2019.04.001,Stable isotopes of clay minerals from autoclave tests of oil sands: Implications for clay formation during steaming of Alberta Clearwater oil sands,Applied Geochemistry,Shaoneng He,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2015.03.029,"Soil properties, micromorphology, and mineralogy of Cryosols from sorted and unsorted patterned grounds in the Hornsund area, SW Spitsbergen",Geoderma,Wojciech Szymański,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.chemgeo.2021.120559,Geochemical mobility of rare earth elements (REEs) and actinides (U and Th) originating from Kusatsu acid thermal waters during neutralization and river transport: Effect of aqueous speciation on sorption onto suspended materials and fractionation among REEs and actinides,Chemical Geology,Yasumasa Ogawa,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.12531,Effect of near‐surface wind speed and gustiness on horizontal and vertical porous medium gas transport and gas exchange with the atmosphere,European Journal of Soil Science,T. G. Poulsen,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.12562,Organic matter coatings of soil minerals affect adsorptive interactions with phenolic and amino acids,European Journal of Soil Science,J. Gao,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.12868,Molecular modelling of sorption processes of a range of diverse small organic molecules in Leonardite humic acid,European Journal of Soil Science,Drazen Petrov,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.chemgeo.2024.122249,Clay minerals control silicon isotope variations of fine-grained river sediments: Implication for the trade-off between physical erosion and chemical weathering,Chemical Geology,Chen Ling,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2022.116211,Lithological controls on soil geochemistry and clay mineralogy across Spodosols in the coastal temperate rainforest of southeast Alaska,Geoderma,Diogo Spinola,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.apgeochem.2022.105476,Estimation of deep redox conditions using crystalline rock cores that rarely contained redox sensitive Fe minerals via various analytical methods,Applied Geochemistry,Eungyeong Kim,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2010.0032,Butachlor Sorption in Organically Rich Soil Particles,Soil Science Society of America Journal,Zhongzhen Liu,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.13355,Equations to describe the amount and rate of sorption,European Journal of Soil Science,N. J. Barrow,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2025.117375,Silicon solubilisation from soil minerals and soil by root exudate compounds,Geoderma,Mirriam C. Chibesa,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2011.06.014,Tillage practices of a clay loam soil affect soil aggregation and associated C and P concentrations,Geoderma,Aimé J. Messiga,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2015.10.002,The influence of clay-to-carbon ratio on soil physical properties in a humid sandy loam soil with contrasting tillage and residue management,Geoderma,G.T. Getahun,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2009.05.018,Soil mineralogy trends in California landscapes,Geoderma,R.C. Graham,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2003.11.014,"Bypass flow, salinization and sodication in a cracking clay soil",Geoderma,Giuseppina Crescimanno,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.apgeochem.2013.09.009,"Linking wildfire effects on soil and water chemistry of the Marão River watershed, Portugal, and biomass changes detected from Landsat imagery",Applied Geochemistry,Maria Rosário Costa,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2002.1218,A pH‐Dependence Implicit Formulation of Cation‐ and Anion‐exchange Capacities of Variable‐charge Soils,Soil Science Society of America Journal,Hidetaka Katou,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2009.0356,Estimating Relative Hydraulic Conductivity from the Water Release Characteristic of a Shrinking Clay Soil,Soil Science Society of America Journal,Andrew S. Gregory,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2003.1220a,Sorption and Desorption of Pesticides by Clay Minerals and Humic Acid‐Clay Complexes,Soil Science Society of America Journal,Hui Li,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2016.01.013,Aug-MIA-SPR/PLS-DA classification of carbonyl herbicides according to levels of soil sorption,Geoderma,Mirlaine R. Freitas,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2007.0340,Cation Exchange Capacity and Composition of Soluble Soil Organic Matter Fractions,Soil Science Society of America Journal,M. Kaiser,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/s0016-7061(01)00078-7,Potassium release characteristics of some soils of Uttar Pradesh hills varying in altitude and their relationship with forms of soil K and clay mineralogy,Geoderma,B.N Ghosh,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2006.10.003,Forms and retention of phosphorus in an illite-clay soil profile with a history of fertilisation with pig manure and mineral fertilisers,Geoderma,Barbro Ulén,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/j.1365-2389.2012.01470.x,Seasonal dynamics of Al‐ and Fe‐bearing secondary minerals in an acid forest soil: influence of Norway spruce roots ( <i>Picea abies</i> (L.) Karst.),European Journal of Soil Science,C. Collignon,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.apgeochem.2009.06.006,Modelling Zn(II) sorption onto clayey sediments using a multi-site ion-exchange model,Applied Geochemistry,E. Tertre,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2004.09.008,Mineralogy and ion exchange properties of the particle size fractions of some Brazilian soils in tropical humid areas,Geoderma,Marcio R. Soares,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2005.0276,"Salt Mineralogy of Las Vegas Wash, Nevada",Soil Science Society of America Journal,Brenda J. Buck,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2001.1622,Nonsingularity of Naphthalene Sorption in Soil,Soil Science Society of America Journal,Jesper Gamst,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2001.6541065x,State Space Analysis of Soil Water and Salinity Regimes in a Loam Soil Underlain by Shallow Groundwater,Soil Science Society of America Journal,L. Wu,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.apgeochem.2013.06.016,Sorption of U(VI) onto Opalinus Clay: Effects of pH and humic acid,Applied Geochemistry,C. Joseph,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2000.641112x,"Acifluorfen Sorption, Degradation, and Mobility in a Mississippi Delta Soil",Soil Science Society of America Journal,L. A. Gaston,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1046/j.1351-0754.2003.0567.x,Exchange of greenhouse gases between soil and atmosphere: interactions of soil physical factors and biological processes,European Journal of Soil Science,K. A. Smith,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1002/saj2.20680,High salinity prolongs water processes required for soil structure stability during drying–wetting cycles,Soil Science Society of America Journal,Kai Chang,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.apgeochem.2011.03.027,Soil chemistry and shale weathering on a hillslope influenced by convergent hydrologic flow regime at the Susquehanna/Shale Hills Critical Zone Observatory,Applied Geochemistry,Lixin Jin,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2013.07.0280,Repeated Freeze-Thaw Cycle Effects on Soil Compaction in a Clay Loam in Northeastern Montana,Soil Science Society of America Journal,J. D. Jabro,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2017.07.010,"Effects of exchangeable cations, mineralogy and clay content on the mineralization of plant residue carbon",Geoderma,Fatemeh Rakhsh,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2003.1378,Sorption‐Desorption of Lead (II) and Mercury (II) by Model Associations of Soil Colloids,Soil Science Society of America Journal,M. Cruz-Guzmán,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2022.116125,Role of soil minerals on organic phosphorus availability and phosphorus uptake by plants,Geoderma,Issifou Amadou,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2011.10.015,Modeling salinity effects on soil reflectance under various moisture conditions and its inverse application: A laboratory experiment,Geoderma,Quan Wang,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.apgeochem.2018.12.019,Cation exchange capacity of bentonite in a saline environment,Applied Geochemistry,Peter Bohác,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1046/j.1365-2389.2002.00472.x,"Changes in soil chemistry and aggregate stability induced by fertilizer applications, burning and trash retention on a long‐term sugarcane experiment in South Africa",European Journal of Soil Science,M. H. Graham,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2020.114204,Silicate sorption and desorption by a Si-deficient soil – Effects of pH and period of contact,Geoderma,Richard J. Haynes,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2007.10.025,Distinguishing black carbon from biogenic humic substances in soil clay fractions,Geoderma,David A. Laird,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.13223,Organic manure and lime change water vapour sorption of a red soil by altering water repellency and specific surface area,European Journal of Soil Science,Chong Chen,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2008.0174,Distribution and Speciation of Nutrient Elements around Micropores,Soil Science Society of America Journal,Laurence Jassogne,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2022.116273,Relationships between soil biodiversity and multifunctionality in croplands depend on salinity and organic matter,Geoderma,Jiyu Jia,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2015.07.0265,Effect of Fluctuating Salinity on Potential Denitrification in Coastal Wetland Soil and Sediments,Soil Science Society of America Journal,Brett M. Marks,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2017.10.001,Role of clay minerals on reduction of Cr(VI),Geoderma,Songjong Kwak,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.13263,Diffuse reflectance spectroscopy characterises the functional chemistry of soil organic carbon in agricultural soils,European Journal of Soil Science,Johanna Wetterlind,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.12845,Antimonate sorption in soils increases with ageing,European Journal of Soil Science,Mieke Verbeeck,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/s0883-2927(02)00244-5,Heat-induced changes in speciation and extraction of uranium associated with sheet silicate minerals,Applied Geochemistry,Benjamin Ritherdon,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.12032,Soil sulphur speciation in two glacier forefield soil chronosequences assessed by <scp>S</scp> <i>K</i> ‐edge <scp>XANES</scp> spectroscopy,European Journal of Soil Science,J. Prietzel,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2018.07.020,Sorption reduces the biodegradation rates of multivalent organic acids in volcanic soils rich in short-range order minerals,Geoderma,Kazumichi Fujii,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1002/saj2.20010,"Fertilizer timing affects nitrous oxide, carbon dioxide, and ammonia emissions from soil",Soil Science Society of America Journal,Samuel Thies,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2017.09.0317,Comparison of Two Methods for Calculating the P Sorption Capacity Parameter in Soils,Soil Science Society of America Journal,Carl H. Bolster,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/j.1365-2389.2010.01308.x,Mobilization of Zn upon waterlogging riparian Spodosols is related to reductive dissolution of Fe minerals,European Journal of Soil Science,L. Van Laer,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.13353,"Feature and mechanism analysis of dispersive soil disintegration impacted by soil water content, density, and salinity",European Journal of Soil Science,Yan Han,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2004.0232,"Saturated Hydraulic Conductivity of Semiarid Soils: Combined Effects of Salinity, Sodicity, and Rate of Wetting",Soil Science Society of America Journal,G. J. Levy,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.13014,"Wet sieving versus dry crushing: Soil microaggregates reveal different physical structure, bacterial diversity and organic matter composition in a clay gradient",European Journal of Soil Science,Vincent J.M.N.L. Felde,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/j.1365-2389.2008.01069.x,Cation exchange in forest soils: the need for a new perspective,European Journal of Soil Science,D. S. Ross,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.chemgeo.2014.01.013,"Redox-dependent changes in manganese speciation in Baltic Sea sediments from the Holocene Thermal Maximum: An EXAFS, XANES and LA-ICP-MS study",Chemical Geology,Conny Lenz,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2005.0141,Speciation of Selenium(IV) and Selenium(VI) using Coupled Ion Chromatography—Hydride Generation Atomic Absorption Spectrometry,Soil Science Society of America Journal,Sabine Goldberg,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2018.11.032,Pore structure characteristics and soil workability along a clay gradient,Geoderma,Peter Bilson Obour,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2024.116845,Biochar addition reduces salinity in salt-affected soils with no impact on soil pH: A meta-analysis,Geoderma,Xiao Wang,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.apgeochem.2007.06.021,"Control of As and Ni releases from a uranium mill tailings neutralization circuit: Solution chemistry, mineralogy and geochemical modeling of laboratory study results",Applied Geochemistry,John Mahoney,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2008.11.040,Modeling competitive metal sorption in a mineral soil,Geoderma,Miquel Vidal,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/j.1365-2389.2005.00697.x,"Iron‐cyanide complexes in soil under varying redox conditions: speciation, solubility and modelling",European Journal of Soil Science,T. Rennert,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2013.06.0247,Estimation of Soil Clay Content using Hygroscopic Water Content at an Arbitrary Humidity,Soil Science Society of America Journal,Chong Chen,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.apgeochem.2013.05.016,Americium sorption on smectite-rich natural clay from granitic ground water,Applied Geochemistry,S. Kumar,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2012.0350,Using Nonlinear Geostatistical Models in Estimating the Impact of Salinity on Crop Yield Variability,Soil Science Society of America Journal,Ahmed A. Eldeiry,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.apgeochem.2019.104416,"Indications that weathering of evaporite minerals affects groundwater salinity and As mobilization in aquifers of the northwestern Hetao Basin, China",Applied Geochemistry,Hong-Yan Wang,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.chemgeo.2017.03.022,"Redox properties of clay-rich sediments as assessed by mediated electrochemical analysis: Separating pyrite, siderite and structural Fe in clay minerals",Chemical Geology,Alwina L. Hoving,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2009.11.007,The relationship between diffuse spectral reflectance of the soil and its cation exchange capacity is scale-dependent,Geoderma,A. Savvides,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2000.6451623x,Factors Controlling Soil Carbon Levels in New Zealand Grasslands Is Clay Content Important?,Soil Science Society of America Journal,Harry J. Percival,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2014.03.013,Digital soil mapping of a red clay subsoil covered by loess,Geoderma,D.M. Evans,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1111/ejss.70233,Conservation Tillage Increases Carbon Storage by Regulating Mineral‐Mediated Aggregate Stability and Carbon Chemistry,European Journal of Soil Science,Zixuan Han,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.2136/sssaj2003.7870,Effect of Aerobic and Anaerobic Conditions on Chlorophenol Sorption in Wetland Soils,Soil Science Society of America Journal,Elisa D'Angelo,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
D3,10.1016/j.geoderma.2021.114930,Moss-dominated biocrusts enhance water vapor sorption capacity of surface soil and increase non-rainfall water deposition in drylands,Geoderma,Shenglong Li,soil chemistry mineralogy sorption cation exchange redox speciation clay minerals salinity sodicity,metadata_screened,pending,pending,pending,pending,,,,,
